employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
50417,Admin,2,7,82.0,0
63497,Principle Architect,1,4,73.0,0
29870,Data Analyst,1,7,79.0,0
65252,Data Analyst,2,14,67.0,0
51290,Data Scientist,1,19,80.0,0
73551,Data Scientist,1,6,49.0,0
32347,Data Scientist,2,4,81.0,0
18413,Platform Engineer,1,7,81.0,0
76772,Data Scientist,1,1,80.0,0
49556,Data Scientist,1,5,86.0,0
3831,DevOps Engineer,3,6,80.0,0
68698,DevOps Engineer,1,2,62.0,0
64073,Platform Engineer,1,3,82.0,0
49127,DevOps Engineer,1,1,60.0,0
73416,QA Engineer,2,7,50.0,1
53581,Data Analyst,1,11,50.0,0
66183,Data Analyst,1,4,56.0,0
64454,Admin,2,5,49.0,0
43766,Software Engineer,1,7,68.0,0
11196,Software Engineer,1,8,71.0,1
16626,Manager,1,4,43.0,0
41199,Admin,1,10,53.0,0
17882,Admin,1,7,49.0,1
21070,DevOps Engineer,4,1,48.0,0
29585,Software Engineer,1,1,58.0,0
48313,Software Engineer,4,2,60.0,0
44645,Admin,1,7,50.0,0
2110,Principle Architect,1,2,51.0,0
38908,DevOps Engineer,1,6,58.0,0
46089,Data Analyst,1,1,48.0,0
4980,Platform Engineer,1,9,58.0,0
418,Data Engineer,2,2,76.0,0
10760,Principle Architect,1,9,56.0,0
54024,Software Engineer,1,1,49.0,0
51837,Data Engineer,1,6,52.0,0
29242,Data Analyst,1,11,80.0,0
70069,Data Engineer,1,7,49.0,0
53037,Software Engineer,1,2,50.0,0
51672,Software Engineer,1,4,51.0,0
61974,Software Engineer,1,8,82.0,1
43970,QA Engineer,10,2,71.0,0
48712,Admin,1,3,51.0,1
65810,Admin,1,5,62.0,0
46168,Admin,1,2,69.0,0
25592,QA Engineer,1,7,58.0,1
77034,Data Engineer,1,2,78.0,0
39858,Data Scientist,1,6,48.0,1
58829,Data Analyst,1,4,47.0,0
8382,DevOps Engineer,1,20,49.0,0
10562,Principle Architect,1,3,81.0,0
23425,Manager,1,1,66.0,1
4124,Manager,1,15,46.0,0
47849,QA Engineer,2,1,49.0,0
64068,Software Engineer,1,7,50.0,0
53175,DevOps Engineer,2,2,62.0,0
14518,Manager,1,5,66.0,0
208,Software Engineer,2,15,47.0,1
71168,QA Engineer,1,5,67.0,0
11439,Data Analyst,1,7,80.0,0
61827,Data Engineer,1,8,48.0,0
10515,Data Scientist,1,8,49.0,0
69772,QA Engineer,2,2,52.0,0
21745,Data Scientist,1,7,49.0,0
59881,DevOps Engineer,1,3,87.0,0
7083,Software Engineer,1,8,80.0,1
67250,Admin,1,11,68.0,0
67082,Data Scientist,1,7,54.0,0
74931,Principle Architect,1,2,80.0,0
13386,QA Engineer,1,13,47.0,0
24199,Manager,1,18,70.0,0
63321,Admin,1,4,66.0,0
60282,Data Engineer,1,4,82.0,0
77338,Data Scientist,1,7,70.0,0
44220,Platform Engineer,1,4,84.0,0
15075,Data Analyst,1,5,78.0,1
66154,Manager,1,4,48.0,0
26649,Data Analyst,1,4,50.0,0
24839,Data Scientist,1,5,48.0,0
13720,Data Analyst,1,4,53.0,0
28781,Manager,1,8,48.0,0
60686,Data Analyst,1,4,50.0,0
63992,Data Engineer,1,12,68.0,0
63349,Software Engineer,1,14,59.0,0
6157,Software Engineer,1,2,94.0,1
11082,DevOps Engineer,1,5,66.0,0
62559,DevOps Engineer,2,7,,0
41111,Software Engineer,1,8,60.0,0
18243,Manager,1,5,58.0,0
28114,Data Engineer,3,3,49.0,0
42108,Manager,2,3,89.0,1
3550,Principle Architect,1,9,68.0,0
16566,Manager,1,5,87.0,1
56219,Manager,1,2,77.0,0
10415,Platform Engineer,1,6,71.0,0
43800,Software Engineer,1,5,91.0,1
69377,Data Engineer,1,4,62.0,0
33648,Platform Engineer,1,3,49.0,0
74856,Data Scientist,1,8,70.0,1
16189,QA Engineer,1,4,53.0,0
66499,Admin,1,6,71.0,0
54496,Manager,1,1,48.0,0
26909,Principle Architect,1,7,59.0,0
45284,Data Analyst,1,4,83.0,0
2107,Data Analyst,1,3,53.0,0
5391,Manager,1,4,,0
38939,QA Engineer,1,5,70.0,0
10689,Software Engineer,1,2,51.0,0
63098,Data Engineer,2,3,63.0,0
4291,DevOps Engineer,1,6,56.0,0
62815,Data Scientist,2,8,60.0,0
7773,Data Scientist,1,8,51.0,0
36239,Admin,1,5,84.0,0
6183,Platform Engineer,1,6,71.0,1
34321,Admin,1,9,51.0,0
11442,QA Engineer,1,4,48.0,0
2331,Admin,1,1,78.0,0
62930,DevOps Engineer,1,6,,0
64952,Manager,2,9,83.0,0
2059,Data Analyst,1,6,59.0,0
26216,QA Engineer,1,8,81.0,0
17626,DevOps Engineer,1,5,52.0,0
28632,Data Analyst,1,7,48.0,1
23163,Data Engineer,1,8,80.0,0
61923,Data Scientist,1,2,93.0,1
10654,Admin,1,16,49.0,0
62426,Data Scientist,2,3,52.0,0
2389,Software Engineer,1,3,57.0,0
58224,Admin,1,4,54.0,0
51401,Platform Engineer,1,13,77.0,0
22901,QA Engineer,1,5,48.0,0
54747,Manager,1,4,62.0,0
44102,Software Engineer,1,5,81.0,0
2765,Admin,2,4,54.0,0
69256,Manager,3,3,87.0,0
20007,Software Engineer,1,1,48.0,0
5091,Data Scientist,1,2,69.0,0
28921,Principle Architect,1,6,66.0,0
74393,Manager,1,4,68.0,0
19887,Software Engineer,1,5,89.0,0
11962,Data Analyst,1,11,85.0,0
51947,Data Engineer,1,3,58.0,0
6450,Admin,5,5,51.0,0
67259,Data Engineer,1,3,81.0,0
66783,Software Engineer,1,5,,0
18730,DevOps Engineer,2,6,47.0,0
29384,Admin,1,8,47.0,0
65836,Data Scientist,1,3,70.0,0
1680,Software Engineer,1,7,52.0,0
78285,Software Engineer,1,2,94.0,1
43042,Software Engineer,1,10,80.0,0
1633,Software Engineer,1,5,69.0,1
71191,DevOps Engineer,1,17,44.0,0
6798,Admin,4,3,64.0,0
42215,Data Engineer,1,7,53.0,0
68467,Admin,1,2,52.0,1
20944,Software Engineer,1,3,59.0,0
55207,QA Engineer,1,9,46.0,1
75268,Platform Engineer,1,4,50.0,0
543,Platform Engineer,1,4,87.0,0
65683,Manager,1,2,85.0,0
35953,Software Engineer,1,3,77.0,0
59506,Platform Engineer,1,2,64.0,0
43583,Platform Engineer,1,1,49.0,0
32418,DevOps Engineer,1,3,56.0,0
68049,Data Scientist,1,1,87.0,0
78292,Data Engineer,1,16,57.0,1
245,Admin,1,17,48.0,0
41542,Data Analyst,1,3,84.0,0
1053,Principle Architect,1,3,81.0,0
43767,Data Scientist,1,15,60.0,0
24234,Manager,1,5,92.0,1
1952,Platform Engineer,1,7,73.0,0
46483,Admin,1,19,46.0,0
21918,DevOps Engineer,3,1,50.0,0
35338,Manager,2,7,84.0,0
51576,Platform Engineer,2,37,48.0,0
13197,Admin,1,4,58.0,0
20787,DevOps Engineer,1,6,82.0,0
58628,Software Engineer,1,1,53.0,0
60655,Data Analyst,1,8,,0
53758,QA Engineer,2,2,85.0,0
26301,Data Analyst,1,9,59.0,0
31599,Data Analyst,1,2,51.0,0
71867,Data Analyst,1,4,79.0,0
69333,Software Engineer,2,6,48.0,0
51251,DevOps Engineer,1,4,57.0,0
35123,DevOps Engineer,1,8,43.0,0
36617,Manager,1,3,54.0,0
14418,QA Engineer,1,1,56.0,0
72474,Data Analyst,1,7,67.0,0
34196,Data Scientist,1,4,62.0,1
45403,Data Scientist,2,3,49.0,1
30023,DevOps Engineer,1,16,51.0,0
64082,Manager,1,3,62.0,0
72678,Data Scientist,1,17,49.0,0
69911,Data Engineer,1,4,82.0,0
39820,Admin,1,4,91.0,1
9022,Data Engineer,1,2,81.0,0
62309,Manager,1,3,66.0,1
37367,Principle Architect,1,4,53.0,0
16800,Data Engineer,2,1,67.0,0
29247,Platform Engineer,1,18,78.0,0
49082,Admin,1,5,47.0,0
2934,Manager,1,4,88.0,0
49295,QA Engineer,1,6,77.0,0
61561,DevOps Engineer,1,4,58.0,0
42663,DevOps Engineer,1,2,79.0,0
225,Manager,1,4,65.0,0
3525,Software Engineer,1,10,47.0,0
31279,QA Engineer,1,5,64.0,0
27228,Principle Architect,1,18,77.0,0
25915,Manager,1,3,49.0,0
57309,QA Engineer,1,8,85.0,0
26508,QA Engineer,1,11,62.0,0
72340,Principle Architect,1,2,62.0,0
2427,Data Engineer,1,2,89.0,0
12531,DevOps Engineer,1,7,52.0,0
15666,Data Analyst,3,3,60.0,0
9690,Platform Engineer,1,2,70.0,0
61169,Admin,2,4,83.0,0
65744,QA Engineer,1,2,53.0,0
50186,DevOps Engineer,1,7,82.0,0
67420,Software Engineer,1,11,74.0,0
8051,Principle Architect,1,5,48.0,0
7462,Data Analyst,1,3,50.0,0
62518,QA Engineer,2,8,48.0,0
75386,Admin,1,1,58.0,0
42390,QA Engineer,1,5,48.0,0
68989,DevOps Engineer,1,2,50.0,0
72566,Manager,1,9,88.0,0
36151,Data Scientist,1,4,51.0,0
44187,Data Engineer,1,10,60.0,0
9802,QA Engineer,2,6,80.0,1
4938,Manager,1,9,48.0,1
40758,Data Engineer,1,4,49.0,0
65944,Software Engineer,1,8,49.0,0
18871,Data Scientist,1,6,67.0,0
57233,Data Analyst,1,3,80.0,0
34255,Platform Engineer,1,4,85.0,0
76215,Admin,1,2,95.0,1
53277,DevOps Engineer,2,4,,0
70794,Manager,1,3,56.0,1
70278,Admin,1,8,70.0,0
60591,Admin,1,3,62.0,0
9310,Admin,1,2,57.0,0
53476,Data Engineer,1,1,54.0,0
44253,Admin,1,5,68.0,0
31664,Data Engineer,3,2,58.0,0
36234,Platform Engineer,1,6,48.0,0
379,Manager,1,5,51.0,0
65427,Admin,1,4,77.0,0
35295,Platform Engineer,2,8,50.0,0
62119,Principle Architect,1,1,42.0,0
32084,Software Engineer,1,2,56.0,0
51269,Data Scientist,1,4,59.0,0
11122,Data Scientist,1,7,67.0,0
40931,QA Engineer,2,2,83.0,0
53093,Manager,3,1,85.0,0
8574,Data Scientist,1,2,64.0,0
3702,Platform Engineer,1,3,48.0,0
20095,Principle Architect,1,1,69.0,0
70595,Manager,1,13,57.0,0
23793,Admin,2,8,67.0,0
23198,Data Engineer,1,5,86.0,0
26704,QA Engineer,1,9,54.0,0
51622,Data Analyst,1,4,74.0,0
78102,Data Analyst,1,18,68.0,1
27892,Data Engineer,1,3,49.0,0
10717,Data Scientist,1,3,52.0,0
28667,Platform Engineer,1,7,73.0,0
22167,Admin,1,3,60.0,0
44057,QA Engineer,1,6,85.0,0
31588,Software Engineer,1,1,47.0,0
34643,Data Analyst,2,3,66.0,0
40639,QA Engineer,1,2,,0
1198,QA Engineer,1,1,72.0,0
8316,Data Engineer,1,7,48.0,0
15133,Data Engineer,1,3,78.0,0
24333,Software Engineer,1,2,79.0,0
50124,Manager,1,5,79.0,0
20248,Manager,1,3,81.0,0
4582,Data Engineer,1,5,51.0,0
62725,Principle Architect,1,7,,0
28170,Data Engineer,1,5,63.0,0
53721,Data Scientist,1,9,74.0,0
29387,Software Engineer,2,2,60.0,0
65330,Principle Architect,1,7,52.0,0
49169,QA Engineer,1,5,50.0,0
31905,Data Analyst,2,5,52.0,0
6992,Platform Engineer,3,7,74.0,0
69195,Data Scientist,1,5,58.0,0
28561,Data Analyst,1,5,47.0,0
73392,QA Engineer,1,11,50.0,0
31631,Data Engineer,1,5,83.0,0
27684,QA Engineer,1,7,63.0,0
13521,Manager,2,3,58.0,0
70223,Platform Engineer,1,7,47.0,0
66868,Data Scientist,1,10,57.0,0
63956,Data Scientist,1,6,88.0,0
71914,QA Engineer,1,2,71.0,0
39288,Software Engineer,1,3,84.0,0
34862,Manager,1,2,,0
8438,Data Engineer,1,2,64.0,0
54260,Manager,3,6,49.0,0
62737,Data Engineer,2,7,82.0,0
57504,Platform Engineer,1,9,85.0,0
38799,Data Engineer,1,5,67.0,0
34884,Platform Engineer,1,3,68.0,0
67739,Platform Engineer,1,8,,0
1849,Data Scientist,1,4,84.0,0
21775,Data Engineer,1,7,56.0,0
57290,Principle Architect,1,1,59.0,0
70603,Data Scientist,5,7,50.0,0
52996,Principle Architect,1,3,43.0,0
3312,Principle Architect,1,7,57.0,0
34088,QA Engineer,2,4,78.0,0
27625,Manager,2,1,50.0,0
75815,Principle Architect,2,5,52.0,0
42123,Admin,1,6,58.0,0
15512,Data Analyst,2,2,72.0,0
4290,Principle Architect,1,1,83.0,0
19530,Admin,1,13,69.0,0
58495,DevOps Engineer,1,6,60.0,0
62911,Data Analyst,2,1,47.0,0
33268,Data Engineer,1,9,51.0,0
26994,Software Engineer,1,3,78.0,0
2403,DevOps Engineer,1,6,47.0,0
46781,Principle Architect,1,9,63.0,1
1719,Data Scientist,1,6,51.0,0
67092,Manager,1,7,79.0,0
11403,Manager,1,12,53.0,0
27464,Platform Engineer,1,7,50.0,0
57707,QA Engineer,1,2,51.0,0
37120,Data Analyst,2,6,90.0,0
14910,Admin,1,5,49.0,0
36042,Data Engineer,2,10,86.0,0
62222,Software Engineer,1,3,48.0,0
49554,Software Engineer,1,4,63.0,0
13587,Principle Architect,1,7,69.0,0
75039,Manager,2,3,65.0,0
69705,Data Engineer,1,1,50.0,0
13166,DevOps Engineer,4,7,63.0,0
47767,Principle Architect,1,7,55.0,0
26807,Data Analyst,2,2,80.0,0
7695,Principle Architect,1,2,81.0,0
38810,Data Analyst,1,19,81.0,0
72926,Data Engineer,1,3,51.0,0
5637,Software Engineer,1,10,87.0,0
71679,QA Engineer,1,4,49.0,0
6783,Data Engineer,1,4,82.0,0
26606,DevOps Engineer,1,26,73.0,0
7663,Manager,1,19,77.0,0
45791,Platform Engineer,1,5,82.0,1
75899,DevOps Engineer,1,19,46.0,0
44755,Admin,1,4,46.0,0
49498,QA Engineer,1,12,75.0,0
66730,QA Engineer,1,2,,0
54933,Principle Architect,1,4,52.0,0
60246,DevOps Engineer,1,8,58.0,0
71302,Data Scientist,1,5,50.0,0
30936,Principle Architect,1,5,59.0,0
2984,Data Engineer,2,16,82.0,0
57164,QA Engineer,1,4,83.0,0
42678,Platform Engineer,1,3,62.0,0
66220,Data Analyst,1,6,48.0,0
15266,Admin,5,9,51.0,0
64648,Data Scientist,1,5,58.0,0
48099,Data Engineer,1,2,85.0,1
33742,Data Analyst,1,2,48.0,0
18563,Data Analyst,3,2,54.0,0
65709,Data Analyst,1,1,54.0,0
39646,Software Engineer,1,3,56.0,0
5480,Admin,1,5,81.0,0
62387,Data Engineer,1,12,49.0,0
17875,Manager,1,3,69.0,0
38379,Admin,1,2,88.0,1
63799,Software Engineer,2,2,79.0,0
15920,Manager,1,2,47.0,0
28805,Manager,1,2,80.0,0
54579,Data Engineer,2,6,81.0,0
50484,Software Engineer,1,13,58.0,0
59454,DevOps Engineer,1,12,48.0,0
67689,Platform Engineer,1,5,69.0,0
72272,Data Analyst,1,5,58.0,1
34282,Principle Architect,1,4,68.0,0
55139,DevOps Engineer,1,9,78.0,0
32933,Data Analyst,1,3,51.0,0
74864,QA Engineer,1,2,64.0,0
76187,Admin,1,6,77.0,0
54445,QA Engineer,1,10,86.0,0
32264,Admin,1,3,47.0,0
5308,Data Analyst,1,5,81.0,0
4031,Admin,1,11,48.0,0
3885,Admin,4,8,47.0,0
57061,Admin,1,7,47.0,0
16418,Manager,2,2,83.0,1
36324,Admin,1,7,,0
74493,QA Engineer,1,6,81.0,0
4156,Manager,1,1,52.0,0
51403,DevOps Engineer,1,2,77.0,0
65525,QA Engineer,1,12,47.0,0
47566,Admin,1,6,,0
33853,QA Engineer,1,3,,0
11283,QA Engineer,1,5,48.0,1
17955,Manager,3,7,46.0,0
64300,Data Scientist,1,6,63.0,0
72139,Data Scientist,1,3,,0
25468,DevOps Engineer,1,2,67.0,0
50206,Data Analyst,1,3,62.0,0
67589,Data Engineer,1,3,44.0,1
69180,Manager,2,7,86.0,0
48317,Admin,2,6,50.0,0
7421,Manager,3,5,83.0,0
47155,Software Engineer,1,4,50.0,0
47457,Software Engineer,1,19,49.0,0
949,Manager,1,2,51.0,0
38991,Data Analyst,1,15,47.0,0
62653,Principle Architect,1,5,62.0,0
62940,Admin,1,8,70.0,0
11358,Principle Architect,1,6,57.0,0
4590,Admin,2,16,63.0,0
24855,DevOps Engineer,1,19,50.0,0
60371,Data Analyst,1,14,49.0,0
6190,Data Scientist,1,2,63.0,0
55105,Data Engineer,1,7,53.0,0
23547,Data Engineer,1,6,58.0,0
66564,Platform Engineer,1,14,60.0,0
38547,Admin,1,2,87.0,0
44969,Data Analyst,1,8,52.0,0
54718,Data Scientist,2,3,69.0,0
52633,DevOps Engineer,1,2,,0
7749,Principle Architect,2,12,48.0,0
64571,QA Engineer,1,2,48.0,0
78057,Principle Architect,1,2,49.0,0
26422,Manager,2,7,84.0,0
34156,Admin,1,1,53.0,0
698,Software Engineer,1,12,,0
74385,Data Engineer,1,10,49.0,0
2023,Data Analyst,3,7,50.0,0
45260,DevOps Engineer,1,7,73.0,1
7883,Data Engineer,1,6,87.0,1
35121,Data Scientist,2,4,66.0,0
54851,Data Scientist,2,2,84.0,0
36995,Principle Architect,1,5,49.0,0
3916,Software Engineer,1,11,47.0,0
55921,Data Engineer,1,5,49.0,1
34008,Platform Engineer,1,10,82.0,0
58581,Admin,1,17,55.0,1
4944,QA Engineer,1,15,57.0,0
45475,Platform Engineer,1,4,81.0,1
10156,Platform Engineer,2,9,79.0,0
2267,Manager,1,3,60.0,0
73431,QA Engineer,1,3,80.0,0
2528,Data Engineer,1,7,47.0,0
60774,Admin,2,6,83.0,0
4847,Data Analyst,1,12,78.0,0
65933,Data Scientist,1,4,44.0,0
19943,Admin,1,12,50.0,0
3297,Data Analyst,1,6,80.0,0
52245,QA Engineer,1,11,69.0,1
4941,Data Scientist,5,7,85.0,0
64581,Data Analyst,1,10,57.0,0
38259,Software Engineer,2,7,56.0,0
73479,Admin,1,9,,0
6901,Manager,1,6,59.0,0
61549,Admin,1,5,63.0,0
50791,Platform Engineer,1,5,79.0,0
55961,Platform Engineer,1,2,47.0,0
7954,Data Engineer,1,4,48.0,0
56072,QA Engineer,1,11,84.0,0
55766,QA Engineer,1,4,88.0,0
79,Data Engineer,1,2,55.0,0
40046,Data Engineer,2,10,49.0,0
34242,Data Engineer,1,9,53.0,0
68811,Data Analyst,1,15,68.0,0
25504,Software Engineer,1,9,69.0,1
49419,Data Analyst,1,4,52.0,0
32670,DevOps Engineer,1,10,50.0,0
68200,DevOps Engineer,1,6,70.0,0
71347,Data Engineer,1,5,,0
29109,Data Engineer,1,6,46.0,0
74788,DevOps Engineer,1,2,58.0,0
67396,Software Engineer,1,3,52.0,0
14642,QA Engineer,1,2,81.0,0
17528,Manager,1,6,72.0,1
13839,Principle Architect,1,7,57.0,0
1674,Admin,1,10,69.0,0
75627,Data Engineer,1,2,52.0,0
53560,DevOps Engineer,1,1,50.0,0
73037,Admin,1,4,64.0,0
40200,Data Engineer,1,5,87.0,0
26177,QA Engineer,1,8,71.0,0
27655,Data Analyst,1,14,,0
13392,Principle Architect,1,3,84.0,0
59645,Platform Engineer,1,9,,0
32558,Data Scientist,2,3,84.0,0
40470,Manager,2,3,88.0,0
64829,Data Analyst,1,6,60.0,0
77772,Data Analyst,1,14,52.0,0
7600,Software Engineer,1,7,78.0,0
37034,Principle Architect,2,2,83.0,0
36672,Platform Engineer,2,16,59.0,0
45676,Platform Engineer,1,4,56.0,0
47214,Manager,1,6,59.0,0
11017,QA Engineer,1,4,64.0,0
23045,Platform Engineer,1,7,55.0,0
22726,Data Scientist,1,2,64.0,0
45864,DevOps Engineer,1,9,82.0,1
46930,Admin,1,4,58.0,0
34220,DevOps Engineer,1,7,42.0,0
51826,Data Scientist,1,5,77.0,0
73998,DevOps Engineer,1,7,80.0,0
55822,Data Engineer,1,3,53.0,0
1390,Manager,2,1,47.0,0
68473,Data Engineer,4,4,52.0,0
77448,Manager,2,5,76.0,0
19842,Platform Engineer,1,3,86.0,0
39640,Admin,1,6,,0
20529,Principle Architect,1,4,62.0,0
54722,Data Analyst,1,7,48.0,0
298,Data Analyst,1,4,96.0,1
64706,QA Engineer,1,3,56.0,0
19646,Manager,1,7,47.0,0
7115,Software Engineer,1,17,57.0,0
30032,Admin,1,3,79.0,0
38312,Data Scientist,1,11,52.0,0
31757,Software Engineer,2,4,68.0,0
68964,Admin,1,10,52.0,0
66862,DevOps Engineer,1,6,,0
11211,Manager,1,4,46.0,0
10694,Data Scientist,2,5,87.0,0
50695,Manager,1,3,52.0,0
19236,Software Engineer,1,6,67.0,0
47514,Platform Engineer,1,13,46.0,0
36,Admin,1,2,63.0,0
78007,Admin,1,5,89.0,0
52401,Platform Engineer,1,2,71.0,0
11989,Admin,1,4,,0
49863,Principle Architect,1,1,63.0,0
31253,Data Analyst,1,6,,0
59703,Principle Architect,2,2,48.0,0
36656,DevOps Engineer,1,2,52.0,0
50692,Data Engineer,1,3,70.0,0
76001,Data Engineer,1,2,59.0,0
38752,Principle Architect,1,3,58.0,0
56414,Principle Architect,1,6,48.0,0
9115,DevOps Engineer,2,2,53.0,0
59026,DevOps Engineer,1,20,80.0,1
54699,Data Scientist,1,8,73.0,0
49574,Software Engineer,1,5,59.0,0
60213,DevOps Engineer,1,11,99.0,1
14250,Data Scientist,1,17,70.0,0
958,Software Engineer,1,12,48.0,0
6374,Principle Architect,1,2,81.0,0
28345,QA Engineer,1,1,51.0,0
26830,Data Scientist,1,10,48.0,0
76397,DevOps Engineer,1,5,84.0,0
52732,DevOps Engineer,1,4,51.0,0
25894,Data Engineer,1,1,83.0,0
24667,Manager,1,5,49.0,0
66352,Data Scientist,1,5,49.0,0
18354,Platform Engineer,1,17,,0
59305,DevOps Engineer,1,2,84.0,0
29325,Platform Engineer,1,5,69.0,0
72919,Manager,1,4,71.0,0
62489,Admin,1,7,81.0,1
52439,Data Scientist,1,2,52.0,0
71252,Data Scientist,1,11,52.0,0
17969,Platform Engineer,1,9,49.0,0
8475,Manager,1,5,78.0,0
46257,Software Engineer,1,13,80.0,1
60973,Software Engineer,2,7,63.0,1
50860,QA Engineer,1,28,46.0,0
52413,Data Analyst,1,10,56.0,0
8900,Data Scientist,2,6,86.0,0
37180,Data Scientist,1,8,58.0,0
72549,Principle Architect,1,1,49.0,0
61494,Platform Engineer,1,1,68.0,0
24038,DevOps Engineer,1,6,83.0,0
73010,Data Analyst,1,5,46.0,0
62820,Manager,1,2,49.0,0
26713,DevOps Engineer,1,10,54.0,0
26402,QA Engineer,1,5,60.0,0
23283,QA Engineer,2,4,53.0,0
44208,Data Scientist,2,6,77.0,0
34137,QA Engineer,1,6,59.0,0
45822,Data Scientist,1,1,60.0,0
78110,Admin,1,5,51.0,0
14755,Platform Engineer,1,6,49.0,0
61651,Data Scientist,1,11,,0
55672,Principle Architect,2,2,64.0,0
27201,Platform Engineer,1,17,68.0,0
32806,Manager,1,7,82.0,0
21324,Manager,1,5,85.0,0
69233,QA Engineer,1,3,67.0,1
47138,Principle Architect,1,3,58.0,0
60866,Manager,1,7,64.0,0
72371,Data Engineer,1,7,82.0,0
57211,Manager,1,9,62.0,1
33295,Data Analyst,1,8,73.0,0
49327,Platform Engineer,1,9,81.0,0
23131,Data Analyst,6,10,51.0,0
40601,Data Scientist,3,9,72.0,0
14862,Manager,2,4,88.0,0
32821,Software Engineer,1,10,62.0,0
55530,Software Engineer,1,8,46.0,0
54664,Principle Architect,1,10,84.0,0
47202,Data Engineer,2,10,76.0,0
28994,Platform Engineer,1,4,70.0,0
42982,Data Scientist,1,3,53.0,0
13384,Data Analyst,1,20,53.0,0
4344,Manager,1,2,57.0,0
52602,Admin,1,2,84.0,0
60649,QA Engineer,1,17,52.0,0
59831,DevOps Engineer,1,4,57.0,0
49926,Software Engineer,1,4,58.0,0
11222,Data Scientist,1,3,46.0,0
43333,Manager,1,4,71.0,0
1364,Data Engineer,1,4,51.0,1
15752,Data Engineer,1,6,49.0,0
21143,Data Scientist,1,5,56.0,0
35395,Data Engineer,1,4,58.0,0
1591,Data Analyst,1,12,59.0,0
43924,DevOps Engineer,1,1,54.0,0
58654,Manager,1,5,,0
19876,Data Scientist,1,4,58.0,0
28005,Principle Architect,1,7,57.0,0
32816,Data Engineer,1,3,47.0,0
36946,Data Engineer,1,6,52.0,0
44461,Admin,1,10,48.0,0
29611,Admin,5,3,53.0,0
41223,Software Engineer,1,16,83.0,0
68520,Data Scientist,1,1,60.0,0
60252,Manager,1,5,67.0,0
72401,Admin,1,4,88.0,0
25018,Platform Engineer,1,3,58.0,0
26518,DevOps Engineer,1,2,50.0,0
36084,Admin,1,4,92.0,1
271,Data Scientist,1,2,69.0,1
47869,Software Engineer,2,6,49.0,0
61001,Data Analyst,1,9,60.0,0
23877,DevOps Engineer,1,4,82.0,0
64221,Software Engineer,1,4,66.0,0
73318,Manager,2,5,69.0,0
76179,Admin,1,13,44.0,0
72583,Data Engineer,2,8,48.0,0
20136,Principle Architect,2,5,50.0,0
26888,Data Analyst,1,7,80.0,0
68565,Admin,1,2,58.0,0
31048,Principle Architect,1,3,62.0,0
20507,Admin,1,5,48.0,0
50071,Principle Architect,1,4,49.0,0
20237,Software Engineer,1,1,47.0,0
58910,Admin,1,7,55.0,0
34649,Admin,2,2,70.0,0
6173,QA Engineer,2,1,76.0,0
13322,Principle Architect,1,8,49.0,0
1466,Data Scientist,1,18,47.0,0
11675,Admin,1,4,75.0,0
53126,DevOps Engineer,1,3,86.0,1
47001,DevOps Engineer,1,3,51.0,0
45015,Data Analyst,1,12,51.0,0
45483,Principle Architect,1,3,46.0,0
58303,Software Engineer,1,3,47.0,0
21285,Data Scientist,1,3,58.0,0
55858,QA Engineer,2,4,60.0,1
2424,DevOps Engineer,2,3,55.0,0
7517,Admin,2,4,63.0,0
18685,Admin,1,2,52.0,0
50575,Software Engineer,1,3,57.0,0
61992,Principle Architect,1,9,68.0,0
27429,Platform Engineer,1,3,73.0,1
23504,Admin,1,10,50.0,0
33057,Manager,2,5,72.0,0
53125,Software Engineer,1,3,83.0,0
8634,QA Engineer,1,1,80.0,0
75802,Platform Engineer,1,2,49.0,0
71924,Data Scientist,1,4,79.0,0
50209,DevOps Engineer,2,5,83.0,0
48409,QA Engineer,1,2,48.0,0
29833,Principle Architect,1,6,48.0,0
5727,QA Engineer,2,18,90.0,1
10996,Data Analyst,1,3,81.0,0
76913,Platform Engineer,1,12,80.0,0
848,Principle Architect,1,7,48.0,0
17354,Data Analyst,1,7,46.0,0
43328,Data Scientist,6,1,,0
52940,Data Scientist,1,6,62.0,0
49286,QA Engineer,2,15,60.0,0
42479,QA Engineer,1,1,49.0,1
11046,Data Scientist,1,3,84.0,0
17487,Manager,2,7,82.0,0
40374,QA Engineer,1,15,69.0,0
37613,Principle Architect,1,9,86.0,1
65984,Platform Engineer,1,4,76.0,0
26089,Software Engineer,1,15,59.0,0
21409,Data Analyst,1,3,77.0,0
65662,Platform Engineer,2,7,47.0,0
37610,Admin,1,1,60.0,0
43571,Data Scientist,1,6,48.0,0
20166,Admin,1,7,51.0,0
41995,Software Engineer,4,5,84.0,0
50787,Data Engineer,2,4,81.0,0
6413,Data Scientist,1,5,60.0,0
169,Data Scientist,4,5,84.0,0
47646,Manager,2,9,60.0,0
19746,Platform Engineer,1,4,75.0,0
5378,DevOps Engineer,2,7,69.0,0
76834,Platform Engineer,1,8,85.0,0
68063,Principle Architect,1,4,52.0,0
59021,DevOps Engineer,1,5,55.0,0
55650,Principle Architect,1,7,86.0,0
27311,Data Scientist,1,6,48.0,0
43656,Data Analyst,1,9,85.0,0
45233,Data Scientist,1,9,59.0,0
5568,Data Engineer,1,2,75.0,0
36093,Data Analyst,1,2,87.0,0
37593,Data Scientist,1,5,50.0,0
